film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
3908,66,125,6.5,15231,0
3613,26,25,6.4,2099,0
4583,3,6,5.5,95,307
172,197,76,8.2,19964,0
4848,32,87,7.1,2167,0
4884,134,225,5.8,23775,73000
2603,24,21,7.7,1477,274
564,305,102,7.5,311075,20000
3972,755,552,8,440084,122000
144,5,21,4,161,17
362,308,60,7.2,57363,10000
367,228,179,7.3,60522,0
3715,366,342,7.3,284792,54000
2255,161,117,7.1,29715,0
2095,492,211,8,168398,13000
1997,494,153,7.5,54096,0
2947,100,41,5.6,9811,1000
2912,230,201,7.6,68119,0
3422,91,107,5.2,17296,0
4586,96,270,6.3,30325,0
3941,66,12,1.7,4377,0
2976,72,159,6.5,28573,0
2228,224,86,8.1,31943,0
4353,207,253,6.5,87950,15000
1344,1061,288,7.6,357275,18000
3622,21,87,7.2,6304,0
3499,261,266,6.9,110364,0
552,136,74,6.3,50389,0
4541,132,208,6.6,21370,0
1258,40,16,5.8,2295,284
1967,714,136,7.3,177828,11000
890,195,93,6.2,57140,6000
1031,102,54,5.6,5933,387
4361,916,490,7.3,325264,112000
3150,162,150,6.7,42792,0
4581,309,270,5.7,44329,13000
96,344,61,7.6,29323,0
3360,188,91,6.3,53251,0
793,450,181,4.6,49874,0
3101,189,222,7.3,152247,0
1164,619,121,7,83560,32000
4352,158,291,6.8,57210,13000
3168,151,148,6.1,140740,0
1850,55,31,6.5,2419,304
1261,73,49,4.9,10883,448
4112,13,29,2.6,2978,2000
3597,42,16,2.7,5579,0
3198,98,107,4.5,31649,2000
4849,47,79,6.7,3077,10000
4010,134,258,6.5,83097,12000
3765,186,348,6.9,40425,0
3979,281,324,6.1,108843,54000
3239,80,19,6.1,10734,887
1318,150,99,5.9,18404,0
1235,418,137,7.3,59474,0
4662,19,39,5.2,6256,936
4176,3,19,7,113,126
237,1191,318,7.9,157857,12000
2841,71,118,6.8,17436,0
1680,208,119,6.8,28542,0
2067,317,111,6.7,35718,0
1571,216,116,6.2,44168,989
3476,103,111,6.2,32002,0
1116,164,97,5.7,60910,0
2710,19,38,6.6,926,359
2473,90,65,6.4,13485,698
1670,344,125,6.1,87351,2000
2950,589,377,7.7,301279,12000
2681,529,253,7.6,186977,13000
2573,47,19,4.2,4322,419
4806,89,90,5.4,23072,0
1546,248,113,6.3,40362,970
1450,91,42,4.9,9285,0
1045,1171,167,6.6,322395,11000
1058,322,110,6.7,94407,0
636,80,33,6,9903,541
3398,214,228,7.1,89351,5000
2667,194,200,6.6,31890,0
2677,37,56,6.9,4862,0
2348,160,104,5.9,33887,919
378,569,144,6.6,97087,11000
4392,620,521,7.6,317542,45000
1213,18,28,5,2448,122
4688,38,48,5.3,4486,0
1978,160,101,5.7,24183,665
390,99,43,6.2,54723,0
4134,162,157,6.6,77724,26000
481,133,75,7.8,70274,0
1737,749,214,8.7,533200,28000
2281,298,98,7,44979,0
2525,64,101,6,25843,941
2381,437,168,7.6,248123,10000
1558,463,161,7.3,59982,5000
2857,1189,409,6.3,184824,12000
2424,3286,359,7.6,520104,10000
849,33,30,5,4961,251
2756,46,8,7,3262,377
479,35,15,4.8,2308,550
3776,14,14,6.4,1338,413
2323,375,116,6.6,62584,0
3709,1264,676,7.8,431578,81000
3106,438,258,6.6,149922,0
413,185,52,7,33597,0
4950,33,5,2.9,4398,141
3183,245,263,7.1,111117,13000
2313,14,10,5.8,480,172
2375,942,239,7.2,217373,0
603,11,8,5.9,475,123
4487,174,224,7.2,49207,30000
3984,208,382,5.6,70838,18000
4047,113,119,4.9,28629,0
1836,8,12,4.7,285,51
1600,85,71,6.9,6041,169
2432,518,220,6,80903,0
3997,178,248,6.5,95274,20000
3230,156,191,7,152601,0
762,140,57,6.6,42315,0
4566,1,1,8.3,30,70
1889,207,81,5.3,61966,797
2554,9,11,7.7,2097,23
4629,627,371,6.9,172965,67000
3553,59,97,6.1,19230,0
4179,904,406,7.6,421658,58000
2701,172,112,6.9,17770,0
3428,142,166,5.5,31918,0
2143,41,24,6.4,2588,205
3465,75,117,6.5,47364,0
4066,224,208,5.4,53471,29000
2899,310,207,7.4,184795,22000
3662,108,223,6.3,36145,0
3851,3,7,3.7,458,381
4764,116,132,6.5,51326,8000
4648,39,58,5.3,7358,0
3831,439,549,7.3,205284,22000
665,96,28,7.5,39508,0
2102,26,39,5.5,4247,266
56,116,74,7.1,11047,1000
3581,293,221,4.3,59581,0
1286,354,85,6.6,31227,0
2680,124,90,6.4,22604,0
1119,278,88,6.8,52805,0
2760,998,211,4.7,92789,0
3952,5,13,3.4,485,284
3334,129,58,6.3,15091,0
3224,43,155,6.2,8924,0
3284,39,93,5.6,10417,610
3654,245,297,6.3,84118,13000
3361,376,287,5.6,76303,0
3308,184,148,7.4,74476,15000
4413,39,106,6.6,13762,0
213,210,56,7.4,40277,0
4197,154,203,6.5,82804,15000
4554,64,121,5.8,19547,0
4365,48,107,5.7,8895,3000
3570,187,197,6.3,87768,12000
3248,691,397,6.6,158354,11000
4136,41,52,5,7098,0
467,32,21,7,2770,471
601,188,112,7.2,55513,0
1232,609,213,7.3,123558,19000
2155,86,46,7,7479,857
1246,89,68,6.5,12601,0
344,56,18,7.3,5894,0
3751,8,5,7.5,3543,614
3372,20,22,5.9,7759,1000
158,63,53,8.1,12631,0
4617,289,391,7,115216,44000
2736,3,3,6.6,91,144
252,294,121,6.3,69534,0
3490,104,87,7.7,60460,14000
160,276,120,6.7,74249,0
3041,69,160,6.8,9264,0
3120,126,129,5.5,63969,0
752,182,79,6.8,94435,5000
4753,101,64,5.6,21833,0
4842,166,158,6,49671,11000
284,1320,253,8.4,610333,37000
1086,141,67,4.8,11512,471
1077,126,79,5.8,26893,815
288,102,60,6.7,10832,0
889,345,72,6,122347,0
349,128,51,6.1,35172,0
3819,83,136,6.3,43867,0
168,19,14,6.8,544,65
1432,101,51,5.3,11709,650
4522,100,164,6.1,76791,0
124,36,38,6,952,200
4865,84,129,6.4,15385,0
3210,33,55,6.9,6263,765
38,235,97,8.1,40359,0
455,74,65,5.7,4288,0
3985,377,487,7.8,237848,71000
2563,70,64,6.8,9611,864
4133,285,322,7.3,67797,30000
4417,19,102,7.3,4035,2000
1880,180,79,7.2,26730,2000
2132,176,76,4.8,26390,713
4771,3,10,7.3,139,52
974,28,16,7.4,2801,1000
76,1040,290,8.5,422432,18000
4602,1,8,4.9,514,158
1966,40,22,5.4,1618,63
800,36,36,6.6,6375,265
1056,257,71,8,28951,0
4091,71,82,5.3,7988,0
781,434,93,7.2,99033,0
3240,200,224,6.4,54601,23000
1001,81,38,6.4,9740,389
453,100,70,5.9,10082,0
1556,788,166,6.4,72259,0
2465,671,222,6.7,70771,0
3135,104,132,6.2,32311,0
1168,556,153,6.5,151812,0
4438,187,196,6.3,114294,12000
2148,2,null,7.4,56,32
1495,1344,294,7.2,245152,0
805,166,53,5.8,48909,0
396,235,81,7.2,126907,0
1341,35,28,7.3,2601,260
4325,16,60,6.3,4265,0
3171,20,35,3.1,5463,140
3214,110,222,7,21360,0
3650,64,19,5.7,4990,0
2557,229,189,7,36455,0
1020,141,91,7.1,46221,0
1138,56,null,7.4,1465,515
2549,472,174,7.4,114797,0
318,1168,302,8.2,461609,34000
1595,109,64,7.2,8509,420
4803,497,443,6.5,128306,37000
2418,268,124,6.4,21225,1000
702,615,136,7.8,181749,0
4885,49,125,7.1,11744,0
866,93,44,7.1,24145,0
4656,265,361,7.1,134625,40000
4523,1,5,7.6,101,221
146,89,50,6.3,12677,414
4792,121,148,5.1,26767,0
3051,31,21,4.9,2701,153
1099,222,143,7.5,171792,12000
3923,161,270,6.5,101977,0
4791,17,19,5.5,1274,380
4807,17,14,4,859,369
4632,185,172,6.4,40568,18000
3739,68,169,4.9,16437,0
4962,22,4,7.5,7945,915
1957,539,251,6.8,55040,0
4785,1188,556,8.1,406020,190000
4207,30,26,6.7,6062,0
1059,109,49,6.6,9494,515
2294,521,148,2.3,37626,1000
975,73,59,6.2,16562,697
2160,56,73,7.3,8708,345
497,143,51,7.7,52846,0
2429,323,239,7.6,191998,0
4880,139,196,6.9,40862,15000
1543,119,71,4.8,19699,387
4307,9,8,4.5,719,128
2565,151,85,5.5,37681,0
2559,110,71,4.9,15740,1000
201,760,149,8.7,680041,32000
3186,324,341,7,102125,10000
2078,232,69,5.9,62861,0
40,175,90,7.7,19236,0
2506,403,173,5.5,41763,0
3870,332,349,6.9,210548,29000
1874,460,166,6.5,63677,0
4412,76,98,6.3,31323,0
47,90,21,7,3167,456
1279,928,163,7.8,162037,0
3772,12,21,5.7,982,370
1795,149,88,7.3,34383,0
3083,25,88,6.5,7794,866
1926,180,127,5.5,42324,846
147,150,78,6.1,32378,0
4754,229,280,6.4,117739,30000
2937,31,68,8.4,2673,116
2247,57,33,6.1,9296,458
2991,318,215,6.6,150764,0
1618,153,92,6.2,17333,0
2074,1055,289,7.5,405973,0
3736,387,340,6.9,353442,31000
1240,160,47,7.1,19194,0
4931,28,7,7.9,2948,3000
4049,2701,813,8.5,1144337,164000
4494,1,2,7,102,58
4391,2,3,5,34,87
1332,73,64,6.7,2932,121
3743,103,91,6.2,34338,0
3713,45,26,6.6,5025,701
4534,548,326,7.8,249688,93000
4750,57,84,5.2,5637,0
798,214,75,6.8,43027,0
751,84,61,6.3,62981,0
3228,101,149,7.4,27301,0
2750,713,274,7,212167,0
2619,1,2,6.5,110,72
4650,5,1,4.3,53,62
3325,31,54,6.4,5133,663
2279,486,74,5.4,12059,2000
1590,537,140,7.4,148490,0
4167,814,476,6.6,338087,61000
1715,189,128,5.6,39659,792
1653,132,75,4.8,47383,1000
4058,1367,645,7.9,637246,166000
789,126,44,6.9,34427,0
149,124,45,7.2,17277,0
4269,32,28,5.4,4191,0
154,101,120,8.1,17813,0
3677,56,91,4.4,22838,0
627,86,51,7.5,21254,788
3473,null,null,4.3,30,16
81,121,70,7.4,12981,0
3556,89,195,7.2,12411,0
1999,77,105,7.4,7559,0
1420,125,94,7.9,38215,0
2626,507,202,7.8,262153,10000
839,75,47,6.1,14066,352
1063,493,125,6.1,135601,0
3489,25,13,7.6,6429,10000
4290,753,490,7.3,362933,115000
1242,148,62,5.5,11003,654
4287,111,273,6.5,24557,13000
3810,58,131,6.4,4550,0
4295,347,298,5.9,92461,43000
212,310,154,7.6,80961,7000
4657,3,63,6.4,979,257
1124,373,67,6,44248,0
1897,88,64,6.1,21542,977
1888,460,171,6.8,237248,0
2537,200,197,7,52421,0
3530,366,390,7.2,92237,25000
3571,410,253,5.9,131447,19000
4890,14,65,7.5,3302,13000
695,26,5,4.3,6701,444
251,90,42,4.9,5237,392
1233,346,167,7.5,70084,0
540,112,43,6.8,30213,0
4456,26,65,6.5,5900,0
1574,44,43,6.2,3080,117
17,29,10,7,1381,60
466,335,203,7,76407,0
1371,65,29,5.9,5164,207
950,209,31,7.3,6915,599
2170,102,90,5.9,18771,702
2754,262,158,5.9,65628,0
817,309,91,6.1,144337,0
544,380,82,7.6,131217,0
4315,79,97,5.8,29517,0
3140,290,223,4.8,53864,2000
4718,342,253,5.6,89770,39000
3307,75,112,5.9,15033,0
2797,107,142,8.1,81644,11000
1322,419,152,6.8,73068,0
2476,5,14,4.3,444,68
3113,140,194,6.9,61777,0
235,350,124,7.2,170027,13000
4177,12,23,6.2,1904,332
397,235,81,7.2,126916,0
3532,156,159,6.5,74630,13000
4384,836,548,8,266020,92000
1987,264,141,6.4,61490,0
3744,279,392,6.6,102728,16000
3926,25,57,5.1,2551,0
1083,38,19,3.9,1721,280
4481,1240,434,5.8,200022,71000
3226,166,226,6.3,56264,0
4227,75,129,4.6,7286,0
4333,1,1,7.8,6,53
2668,261,91,6.4,116762,0
3726,438,417,6.8,159198,38000
2263,140,157,8.1,64556,0
2952,154,175,6.1,124501,0
3494,211,203,6.5,97775,0
2325,202,62,5.6,10472,0
1149,247,94,7.7,26832,0
3655,56,112,7,19979,0
2172,116,73,5.2,15052,484
1026,21,34,6.6,1649,33
415,193,117,6.2,101840,0
4628,14,11,3.5,801,358
3806,5,29,6.8,154,287
2426,38,41,4,3926,353
254,75,70,5.4,3000,902
4710,214,203,6.8,48675,16000
4580,351,322,7.2,103589,35000
2770,196,133,6.5,63216,0
3646,665,469,6.8,264186,30000
3882,11,5,4.5,1642,0
187,252,119,8.3,175607,0
184,106,54,7.4,13467,0
2884,1902,392,6.2,383071,0
4569,85,98,5.5,16987,0
3813,69,136,6.7,15775,0
469,383,80,2.8,30840,0
1289,546,85,6.6,101411,0
2720,1100,341,8.5,844052,49000
170,129,34,7.6,6303,0
2572,36,5,6.9,2050,0
2615,112,37,3.1,9104,110
3803,375,486,7.3,145395,23000
1822,695,137,5.2,43991,0
4550,471,435,7.8,246698,64000
441,96,44,6.3,27149,0
503,69,130,6.7,4695,0
1877,199,149,7.1,24019,983
3250,184,211,6.2,41727,0
4191,28,121,6.7,2518,1000
4059,1959,673,7.3,701607,140000
1758,234,98,5.6,30667,0
3381,175,248,6.5,52888,0
1668,118,88,7,4117,0
822,78,42,6.9,15885,0
2233,799,267,7.5,264318,0
388,148,131,6.9,25332,0
920,21,21,5.4,4288,517
3006,34,14,7.6,578,588
1221,524,174,5.7,89509,2000
2355,247,142,6.5,45900,0
2184,84,43,6.6,4285,456
649,129,12,8,23181,6000
4040,108,145,4.1,16268,0
1843,216,106,7,44143,4000
1324,22,18,7.3,524,73
3585,944,221,4.4,76199,13000
2253,458,204,7.7,281649,21000
4419,13,5,6.2,993,998
3012,871,366,8.2,561773,28000
2845,235,151,6.3,88714,0
3488,157,196,6.5,80574,12000
49,90,54,7.2,9808,1000
191,50,34,7.3,9007,661
4968,51,6,7,12417,124
2806,25,16,7.4,1311,133
1518,1314,242,8.4,534262,39000
4761,131,149,4.6,27198,8000
3203,3054,723,7.9,886204,33000
4482,384,359,7,200647,24000
3348,66,45,3.6,9928,934
2889,801,308,7.3,190132,15000
1616,84,73,7.7,10672,802
3812,114,110,7.1,35514,15000
4186,13,25,5.4,3740,0
630,156,61,7.7,63923,0
4100,89,170,5.7,57266,14000
4084,207,265,5.7,104072,15000
4072,101,238,6.7,36877,0
2007,21,36,6.5,3548,282
3245,17,39,5.9,2050,275
332,376,145,7.7,172493,0
2829,null,null,6.9,31,0
2694,2054,352,8.5,873649,29000
1559,619,97,4.5,39788,0
2000,157,124,6.5,45895,1000
1555,232,107,5.5,27580,742
4062,322,371,7.6,145270,54000
4781,360,362,7.3,175960,43000
2137,1416,288,7.5,113152,0
736,146,77,7.6,34520,0
4190,304,349,6.1,159868,45000
1312,140,97,5.6,9294,251
521,817,186,7.6,269033,12000
4092,163,275,6.3,67893,18000
221,44,38,7.4,6454,733
3317,248,190,5.8,52467,0
851,224,85,7.8,30618,0
530,365,60,7.9,101889,0
64,49,54,8.1,9903,863
2586,145,95,7.2,34910,0
2436,11,2,5,299,29
1394,602,174,7.6,143137,10000
1012,506,157,7.8,261069,25000
2649,482,226,7.5,190490,26000
1554,662,187,7.6,188887,0
4967,33,9,7.7,6053,0
3808,48,191,7.2,23756,0
2929,88,146,7.2,24104,0
4303,258,376,6.4,114241,24000
392,95,29,7,17982,1000
745,115,62,5.8,44394,0
2556,118,87,6.6,12845,624
2919,1066,330,7.2,220475,20000
2930,32,37,6.1,6528,0
1295,31,33,6.3,2133,182
2948,255,177,5.9,99989,0
739,69,42,6.3,32544,0
3031,135,165,6.1,40469,0
3511,209,225,6.3,56402,17000
1765,232,149,6.3,28584,675
1435,402,157,7.8,160776,0
3095,173,121,4.5,52052,0
4230,7,66,6.9,1920,1000
3937,336,355,7.7,181025,38000
1982,87,37,5.1,15939,0
208,61,39,6.7,12666,629
3259,38,24,5.2,4866,969
948,234,117,7.8,225122,0
322,75,101,6.6,6549,934
4752,16,1,2.2,292,353
4050,290,225,4.2,30570,12000
2618,316,251,7.9,132149,5000
4564,79,185,6.8,31254,0
483,339,147,7.2,92924,19000
3092,189,190,6.8,94892,0
1080,88,42,5,7159,247
1474,38,38,5.7,7242,0
3925,479,526,6.2,199039,82000
3335,44,91,7.1,9305,0
3545,451,344,6.4,75669,19000
523,119,63,6.6,39306,0
3779,181,221,7,106111,49000
777,27,20,5.7,2427,127
604,93,68,6,42765,0
4021,524,411,6.8,155153,58000
291,394,242,6.1,39690,0
1343,822,149,7.9,207287,15000
4022,1498,750,7.8,522030,80000
3321,383,265,7,141663,20000
4921,6,6,7.2,33,187
3811,153,128,5.9,48019,13000
2050,204,112,5.1,14962,704
1669,376,128,6.9,45031,0
1326,683,197,6.4,157519,2000
2398,262,120,5.9,25883,0
979,256,59,3.7,36363,1000
3166,49,78,7.1,30587,3000
2656,321,33,8.4,70233,0
829,95,47,5.6,40346,1000
927,271,119,4.6,73539,0
4543,591,403,6.7,305008,52000
4776,64,119,7.8,28276,31000
1729,888,215,8,123090,4000
2114,836,299,7.6,293662,0
1535,63,12,7.2,983,100
4139,55,44,8.4,30434,5000
2925,117,65,5,15315,915
3199,237,278,7.3,112138,12000
1818,81,42,5.5,9868,217
2285,152,94,5.9,37479,0
379,96,45,6,22797,0
364,15,17,4,802,79
2798,216,202,6.9,54787,0
3836,22,66,5.6,1389,0
4881,1,2,6.8,90,139
1534,571,168,6.7,171568,0
3480,75,138,5.1,13026,0
4321,28,122,7.1,11347,5000
3223,48,63,4.1,4122,0
705,117,44,6.8,41310,0
2704,279,363,7,68883,7000
1,88,69,8,10718,691
4636,59,29,6,13279,0
2911,289,234,7.1,101386,0
1161,314,103,7,27766,0
4820,20,35,5.7,4091,987
1217,77,41,3.8,8176,272
3219,188,222,7.4,35137,10000
3367,31,90,6.2,2437,580
1759,1137,146,7.5,261317,20000
3376,626,334,7.8,583341,24000
2865,231,154,7.5,83786,0
1528,261,132,6.6,57038,0
2920,383,224,6.4,164608,10000
3007,23,30,7.8,9689,1000
4697,122,45,7.4,15978,15000
609,87,43,6.8,83269,0
411,90,54,5.3,6143,0
3763,225,290,7.1,92599,21000
1280,43,8,5.2,1434,27
551,273,114,7.6,149108,0
4019,220,173,5,49888,25000
2882,57,88,6.9,10896,415
1516,40,19,4.5,2236,193
1200,187,70,6.4,18693,0
4869,95,159,6.9,13523,0
2311,128,77,5.4,42737,781
4111,84,168,5.9,60407,11000
3035,119,167,6.7,146019,0
335,532,162,4.6,28589,0
1519,343,142,5.7,47573,881
1373,241,145,6.5,38438,0
1488,138,93,6.4,16215,401
2005,2113,271,8.1,809474,10000
1137,27,36,6.3,1591,75
2330,108,75,6.9,10018,0
112,100,27,6.6,6484,1000
418,138,38,7.3,39451,0
1187,784,199,6.6,181225,0
3855,8,null,3,125,33
2474,560,196,5.4,71153,0
2602,24,30,6.5,1950,360
1816,605,207,6.8,97938,0
2918,638,66,8,129799,46000
923,393,142,6.4,146134,0
4941,24,1,7.4,2258,763
245,217,56,5.9,25193,2000
1423,862,197,7.8,225102,16000
598,322,67,6.9,145257,0
3267,97,160,7.1,19147,0
2421,217,127,6.2,61321,0
2765,73,82,6.9,12160,307
4449,210,228,5.8,54101,15000
4623,19,10,7.2,744,1000
2719,424,147,5.6,65499,0
1922,816,235,8,350698,26000
2833,559,251,7,298590,0
2347,526,351,7.5,84070,0
2370,118,94,5.6,30255,743
2846,291,175,6.5,81334,0
3539,125,163,5.5,35888,0
2128,392,191,6.7,185338,0
2115,105,74,4.6,23408,810
359,647,197,8.4,681857,14000
123,128,87,7.4,13640,3000
2639,13,40,7.3,1290,587
955,142,97,5.8,60326,2000
433,331,180,7.3,92464,19000
182,251,136,6.8,74957,0
2963,235,248,6.4,79855,0
2695,631,208,6.8,286178,0
2099,514,185,5.9,132954,0
4131,16,31,7.6,2482,0
1508,231,122,7.7,22145,756
3901,3,3,8.1,15,66
3409,169,174,6.5,163665,9000
4886,6,15,4,436,378
141,452,143,6.8,59941,0
1178,789,145,7,315549,0
1703,157,72,4.9,7909,261
799,192,69,7.5,54631,0
1114,752,134,7.2,175524,0
813,391,166,8.3,623757,0
660,93,37,6.5,17322,853
4503,212,233,5.7,47498,10000
4563,17,23,6.3,1354,523
2307,6,7,5.4,262,11
2737,159,16,6,14486,467
1815,103,80,7.2,9395,0
1845,107,103,5.1,44885,478
1500,91,82,5.6,8070,255
700,86,67,7.5,29385,979
1924,236,121,5.5,30058,800
3342,37,103,4.9,5332,431
510,171,84,5.7,92106,2000
3152,22,46,6.7,2792,371
2739,175,96,7.1,46951,0
802,36,23,6.5,3513,423
1081,162,65,5.9,18973,0
3072,17,6,5.3,922,39
3221,119,130,6,35510,0
2820,1413,323,7.2,530870,11000
3459,447,363,7,118684,24000
4812,91,159,6,28621,11000
4195,2,null,5.4,23,48
2971,545,341,7,248468,0
2935,75,69,7.5,14831,0
1047,53,24,2.8,2724,436
192,650,149,9,790926,14000
1869,25,39,6.7,1966,97
4060,249,349,8.3,170155,60000
2516,172,95,7.5,15337,0
3258,2,null,4.5,215,38
1430,93,51,6.3,4617,614
3339,194,156,6,76207,0
2823,74,81,6.5,27689,1000
3652,211,186,5.7,95437,9000
2844,165,160,7.3,37635,0
537,248,98,6.6,63855,0
4878,111,177,6,28041,0
409,46,18,4.3,1339,220
2981,211,230,6.4,166610,0
2813,392,209,6.2,86374,3000
122,128,79,8,19026,0
1142,318,156,6.7,135404,0
1645,902,246,8.6,417971,28000
2488,91,114,6.6,18762,708
919,49,30,5.3,8005,417
1865,215,105,6.5,28130,0
4206,118,232,6.9,36494,11000
1024,7,8,6.3,336,67
3287,259,306,7.4,124222,23000
1171,182,67,5.9,13010,0
2875,111,43,5.8,2618,411
95,120,65,7.9,15277,1000
4748,30,74,4.5,1758,0
1511,1171,205,8.2,610568,29000
3690,47,88,4.4,19671,0
1211,1015,206,7.4,181737,10000
943,12,25,6,1427,88
3468,176,203,5.6,75347,0
39,113,61,7.4,10791,0
2923,127,201,7.2,32188,0
329,228,118,7.2,71217,0
4098,3,1,6.2,292,14
629,39,19,6.8,3665,247
1364,643,181,5.5,145350,0
3824,583,576,8,190030,30000
372,89,52,7.4,12980,845
1613,34,25,6,709,139
1610,593,250,8.1,585659,0
3909,4,6,5.6,385,389
501,374,144,5.9,29629,0
452,258,159,5.5,19234,0
267,44,24,3.4,1955,438
626,189,37,6.6,200077,0
4218,2536,733,7.2,548573,118000
3421,452,391,7.4,270238,19000
4527,102,156,7.3,45580,18000
3820,219,359,7.4,68211,14000
2847,117,192,6.7,44208,0
3247,22,53,6.5,2646,535
1764,388,104,3.3,17309,612
994,30,34,6.9,5275,508
3071,248,198,6,73368,0
1335,267,67,6.4,35312,0
3019,98,135,6.5,61269,0
2917,10,28,6.5,739,339
4946,83,27,7.7,42402,0
1699,207,140,5.6,62272,2000
4774,117,202,6,58752,21000
4200,12,10,3.4,761,566
3712,2,2,6.7,19,24
2507,53,50,6.4,7228,414
2545,2301,400,8,470501,0
1955,38,51,6.1,2953,480
1931,674,198,7.2,118483,0
708,83,53,7.2,14112,619
4863,56,123,5.8,8885,0
1084,418,125,4.6,55398,891
2499,50,49,6.9,2670,311
2993,357,161,6.8,57811,0
3056,107,79,6,26849,3000
2459,316,134,6.4,130070,0
4576,918,378,5.7,242420,56000
1475,162,86,4.7,9361,378
584,183,64,7.8,94139,0
2866,197,131,6.8,47203,0
3598,29,16,5.7,1245,0
3924,51,22,3.8,1321,238
1800,242,114,5.1,68417,0
449,62,21,5.3,4996,843
102,418,164,7.8,139432,0
4957,28,14,8.1,8739,0
522,181,81,6.9,85362,0
3783,10,23,7.4,591,5000
19,706,157,8.2,215340,16000
1117,102,51,6.7,5613,0
2769,364,148,7.5,87331,18000
3387,279,241,6.6,67824,0
4376,37,71,6.9,11191,0
3564,144,248,7,40618,0
3010,42,67,6.2,5664,921
947,40,19,7,666,91
505,55,15,5.2,21079,818
268,189,102,6.8,9830,1000
1079,88,56,4.9,16260,296
3978,50,31,4.8,7354,0
716,132,27,7.3,36624,0
502,9,9,6.2,240,37
624,365,120,7.8,75675,0
2198,212,46,5.9,22649,1000
1244,231,70,4.1,36491,509
4170,9,17,5.2,704,406
1477,1144,192,7.1,207613,4000
3379,193,238,6.4,30160,0
959,296,111,7.4,73347,0
1900,742,141,7.1,103241,5000
2289,16,45,7.5,695,70
319,18,15,4.5,870,76
4299,281,246,6.3,159931,22000
1395,355,90,4.6,16340,356
3665,61,74,5.6,12128,0
2805,436,250,6.5,69569,0
315,10,2,5.7,763,135
2299,2685,478,8.3,980946,15000
3017,342,345,7,208422,3000
2206,1509,287,7.7,299127,0
1342,183,85,5.8,11388,652
3609,741,424,6.5,270226,57000
2165,49,45,4.3,5928,243
2399,23,52,6.9,1578,91
2979,2192,459,7,296787,0
2913,174,90,5.4,29285,0
4672,154,218,6.4,47988,35000
4910,1,1,5.2,15,9
1381,674,211,6.7,181058,0
1398,1,1,2.8,275,10
644,147,75,7.7,33850,0
1718,438,161,6.7,89806,0
4512,174,61,5.6,15448,15000
3807,154,218,5.3,18566,0
949,29,28,7,1524,166
3301,187,219,6.5,114553,0
980,70,63,6.2,19774,355
217,71,41,5.2,3701,903
4530,28,48,5.8,6025,0
93,65,27,6.9,5786,573
2257,2814,406,7.1,179235,13000
1273,159,95,6.8,11101,633
1039,181,110,6.5,23302,1000
2777,190,106,5.5,15388,0
3843,2,3,7.2,57,88
944,696,99,7.3,160511,11000
3148,29,29,6.2,5154,314
1632,394,127,6.6,160440,0
4747,307,412,7.2,93548,23000
2408,86,73,5.2,12570,771
4052,474,383,6.7,246803,108000
1906,133,68,7.2,38273,0
1580,673,205,4.4,38985,0
4075,162,264,5.9,47169,17000
4899,155,159,6,35654,20000
2663,410,151,5.1,93748,1000
3999,2326,775,7,456260,97000
2314,30,4,4.8,1524,31
4441,83,166,6.8,23323,10000
2855,329,232,7.9,90827,26000
4846,2,3,4,60,381
1193,289,112,6.4,161858,0
2028,166,135,7.7,24921,0
1825,109,75,7,6000,595
2997,44,80,7.3,14247,0
3124,19,47,5.1,3174,376
162,150,66,8,29839,0
550,42,20,6,17349,855
3288,214,187,6.6,69860,0
4334,66,113,5.2,8913,0
1565,308,66,2.1,19412,0
778,408,71,7,59041,0
165,171,57,7.2,25857,0
2341,600,231,6.2,126746,0
383,245,183,7.2,142293,14000
2438,262,140,5.1,28606,0
346,154,79,7.8,26310,0
4338,434,339,6.4,164238,33000
4330,90,166,6.5,62424,13000
1896,179,81,5.8,29661,0
3554,320,328,7.2,109873,33000
4171,113,203,6.7,85833,17000
887,212,75,6.9,50311,0
1356,246,132,7,41313,0
1677,301,108,6.2,94049,0
79,40,21,7.3,4313,612
4114,324,218,6.3,116994,35000
1905,737,191,5.8,142569,10000
990,41,24,4.9,3803,68
3817,918,435,6.1,197584,42000
1687,89,62,4.4,4102,53
3040,398,228,5.4,107772,0
1656,78,61,6.4,3413,29
3087,42,18,7.4,15862,389
4486,18,40,4.7,2621,844
3195,32,100,7.4,4999,0
3275,57,107,5.4,16271,1000
768,180,53,5.9,55350,0
207,542,141,8.1,375240,0
3482,25,90,6.7,13443,0
3884,274,208,5.6,85237,18000
3961,20,36,5.2,2086,657
2222,308,173,6.1,120795,0
2834,299,226,7.4,114762,19000
567,52,71,7.5,7143,865
4405,4,2,3.2,73,178
2616,116,99,6.4,21215,0
4935,null,null,8.1,335,22
861,21,21,6.4,1727,46
1010,174,122,7.2,82232,0
3461,38,27,6,7663,694
2727,10,11,7.7,771,246
1163,213,94,7.4,21245,0
2611,110,20,6.3,12411,533
4359,6,5,5.3,485,107
3866,194,236,6.2,110073,0
4251,205,234,6.7,125036,22000
2073,540,191,6.1,87494,0
2490,340,163,6.3,156267,0
4533,25,78,4.7,2863,488
3850,203,274,7.3,173848,25000
1444,339,196,6.9,34191,0
4873,55,63,6.8,6276,16000
2318,467,267,7.4,188785,0
1040,239,63,6.2,48458,0
